,v1,v2
3030,0,gonna let know cos comes bak holiday day. coming. don't4get2text number.
3031,0,jokin lar... :-) depends phone father get lor...
3032,0,"aight, lemme know what'"
3033,0,get ready &lt;#&gt; inches pleasure...
3034,0,raji..pls favour. pls convey birthday wishes nimya. pls. today birthday.
3035,0,;-) ok. feel like john lennon.
3036,0,cos darren say ì_ considering mah ask ì_...
3037,0,bothering trust answers. pls.
3038,0,"wishing family merry \x\"" mas happy new year advance.."""
3039,0,one day crab running sea shore..the waves came n cleared footprints crab.. crab asked: frnd r u clearing beautiful footprints? waves replied: fox following ur footprints catch you! thats cleared off:) frndsship never lets u dwn :-) gud nyt..
3040,0,aight time want come up?
3041,0,slaaaaave ! ? must summon time ? wish come anymore?
3042,0,bill 3 å£33.65 thats bad!
3043,0,let know changes next 6hrs. even appendix age range. however impossible. chill let know 6hr
3044,0,"hello, yeah i've got bath need hair i'll come i'm done, yeah?"
3045,0,how's weather there?
3046,0,"ok. much though. h&m friday, cant wait. dunno wot hell im gonna another 3 weeks! become slob- oh wait, already done that!"
3047,0,die... e toot fringe again...
3048,0,lol know awesome phone. could click delete right want.
3049,0,ok
3050,0,"awesome question cute answer: someone asked boy \how ur life?\"" . . smiled &amp; answered: . . \""she fine!\"" gudnite"""
3051,0,please leave topic..sorry telling that..
3052,0,pls send correct name da.
3053,0,happened yo date?
3054,1,eastenders tv quiz. flower dot compare to? d= violet e= tulip f= lily txt e f 84025 4 chance 2 win å£100 cash wkent/150p16+
3055,0,webpage available!
3056,0,woke up. yeesh late. fall asleep til &lt;#&gt; :/
3057,1,unsubscribed services. get tons sexy babes hunks straight phone! go http://gotbabes.co.uk. subscriptions.
3058,0,"dear all, know &lt;#&gt; th &lt;#&gt; th birthday loving gopalettan. planning give small gift day. like participate welcome. please contact admin team detail"
3059,0,k..k...from tomorrow onwards started ah?
3060,0,u talking bout early morning? almost noon at!
3061,0,fine. remember me.
3062,1,"hi babe jordan, r u? im home abroad lonely, text back u wanna chat xxsp visionsms.com text stop stopcost 150p 08712400603"
3063,0,ok. many buy.
3064,0,"sounds good, keep post"
3065,1,get brand new mobile phone agent mob! plus loads goodies! info text mat 87021.
3066,0,ok. april. cant wait
3067,0,boy best get yo ass quick
3068,0,ay wana meet sat?ì_ wkg sat?
3069,0,i'm wait till 2 bus pick me.
3070,0,apart one told yesterday?
3071,0,ok lor... buy wat?
3072,0,somebody go andros steal ic
3073,0,know. did't msg recently.
3074,0,take us shopping mark distract isaiah.=d
3075,0,"mum, hope great day. hoping text meets well full life. great day. abiola"
3076,0,sense foot penis.
3077,0,okay thought expert
3078,0,*deep sigh* ... miss :-( ... really surprised gone net cafe yet get ... miss me?
3079,0,s.s:)i thinl role like sachin.just standing. others hit.
3080,0,great trip india. bring light everyone project everyone lucky see smile. bye. abiola
3081,0,"importantly, discuss u only."
3082,0,k..k:)how training process?
3083,0,ok lor. ned 2 go toa payoh 4 2 return smth u wan 2 send wat?
3084,0,da car park
3085,0,wish you. holding tightly. making see important are. much mean ... much need ... life ...
3086,0,asked how's anthony. dad. bf
3087,0,"'wnevr wana fal luv vth books, bed fals luv vth me..!'' . yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) gud eveb-)."
3088,0,today-sunday..sunday holiday..so work..
3089,0,going take bath ill place key window:-)
3090,1,lord rings:return king store now!reply lotr 2 june 4 chance 2 win lotr soundtrack cds stdtxtrate. reply stop end txt
3091,0,"dear, take care. reaching home.love u lot."
3092,0,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323
3093,0,emigrated something? ok maybe 5.30 bit hopeful...
3094,0,olol printed forum post guy exact prob fixed gpu replacement. hopefully dont ignore that.
3095,0,walked moms. right stagwood pass right winterstone left victors hill. address &lt;#&gt;
3096,0,"yo, jp hungry like mofo?"
3097,0,creepy crazy me.
3098,0,ok... din get ur msg...
3099,0,tessy..pls favor. pls convey birthday wishes nimya..pls dnt forget it. today birthday shija
3100,0,pathaya enketa maraikara pa'
3101,0,even friend priest cal
3102,0,"u lousy, run already come back half dead... hee..."
3103,0,that's said bad dat e gals know u... wat u now?
3104,0,remind hrs.
3105,0,"hoping would send message. rent due dont enough it. reserves completely gone. loan need hoping could her. balance &lt;#&gt; . way could get you, till mid march hope pay back."
3106,0,hi. happy new year. dont mean intrude pls let know much tuition paid last semester much semester is. thank
3107,0,hello hun ru? way. im good. 2 dates guy met walkabout far. meet soon. hows everyone else?
3108,0,lol gonna last month. cashed left &lt;#&gt; case. collecting week cause announced blog.
3109,1,good luck! draw takes place 28th feb 06. good luck! removal send stop 87239 customer services 08708034412
3110,0,short cute : \ good person
3111,0,decided yet eh ?
3112,0,"wat time liao, still got."
3113,0,yes watching footie worried we're going blow - phil neville?
3114,0,wait 4 ì_ inside da car park...
3115,0,uncle abbey! happy new year. abiola
3116,0,free call pa.
3117,0,r u saying order slippers cos pay returning it.
3118,0,stop knowing well!
3119,0,good evening! roger. you?
3120,0,small problem auction:)punj asking tiwari
3121,1,free entry 2 weekly comp chance win ipod. txt pod 80182 get entry (std txt rate) t&c's apply 08452810073 details 18+
3122,0,telling tell one. treat hi hi hi
3123,0,uncles atlanta. wish guys great semester.
3124,1,1st wk free! gr8 tones str8 2 u wk. txt nokia 8007 classic nokia tones hit 8007 polys. nokia/150p poly/200p 16+
3125,0,u coming 2 pick me?
3126,0,thats cool. liked photos. sexy!
3127,0,would u fuckin believe didnt know thurs pre booked cancelled again! needs b sack
3128,0,"haha better late ever, way could swing by?"
3129,0,ok. finish 6.
3130,1,"lookatme!: thanks purchase video clip lookatme!, charged 35p. think better? send video mmsto 32323."
3131,0,i've barred b q stores life!?this twat orange dungerees came asked wanted decking? got first punch in!!
3132,0,messages. food?
3133,0,ok going sleep. hope meet her.
3134,0,wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem!!!
3135,0,let know details fri u find cos i'm tom fri. mentionned chinese. thank
3136,0,right think
3137,0,wat r u now?
3138,0,ur lecture over?
3139,1,sexy sexy cum text im wet warm ready porn! u fun? msg free recd msgs 150p inc vat 2 cancel text stop
3140,0,customer place cal
3141,0,planned yet :)going join company jan 5 only.don know happen that.
3142,0,boy; love u grl: hogolo boy: gold chain kodstini grl: agalla boy: necklace madstini grl: agalla boy: hogli 1 mutai eerulli kodthini! grl: love u kano;-)
3143,0,"haha heard that, text around"
3144,0,i.ll get tomorrow send
3145,0,\shit babe.. thasa bit messed up.yeh
3146,0,oh thats late! well good night give u call tomorrow. iam going go sleep night night
3147,0,"\cheers u tex mecause u werebored! yeah okden hunny r uin wk sat?soundåõs likeyour havin gr8fun j! keep updat countinlots loveme xxxxx.\"""""
3148,0,"sorry, meeting i'll call lat"
3149,0,yo! howz u? girls never rang india. l
3150,0,yeah wors
3151,1,hard live 121 chat 60p/min. choose girl connect live. call 09094646899 now! cheap chat uk's biggest live service. vu bcm1896wc1n3xx
3152,0,tagged friends seemed count friends.
3153,1,heard u4 while. call 4 rude chat private line 01223585334 cum. wan 2c pics gettin shagged text pix 8552. 2end send stop 8552 sam xxx
3154,0,ok...
3155,0,long time. remember today.
3156,0,havent shopping lor juz arr
3157,0,thank u. better work cause feel used otherwis
3158,0,challenge? know :)
3159,0,much ur hdd casing cost.
3160,0,mystery solved! opened email he's sent another batch! sweeti
3161,0,can't describe lucky i'm actually awake noon
3162,1,2nd time tried contact u. u å£1450 prize claim call 09053750005 b4 310303. t&cs/stop sms 08718725756. 140ppm
3163,0,"today sorry day.! ever angry you, ever misbehaved hurt you? plz plz slap urself bcoz, ur fault, i'm basically good"
3164,0,cheers card ... time year already?
3165,1,"hot live fantasies call 08707509020 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870..k"
3166,0,"people see msgs, think iam addicted msging... wrong, bcoz don\'t know iam addicted sweet friends..!! bslvyl"
3167,0,ugh hopefully asus ppl dont randomly reformat.
3168,0,"seen facebook, huh? lol!"
3169,0,"mah b, i'll pick tomorrow"
3170,0,still otside le..u come 2morrow maga..
3171,0,u still plumbers tape wrench could borrow?
3172,1,"dear voucher holder, claim weeks offer, pc please go http://www.e-tlp.co.uk/reward. ts&cs apply."
3173,0,vl bcum difficult..
3174,1,ur going 2 bahamas! callfreefone 08081560665 speak live operator claim either bahamas cruise ofå£2000 cash 18+only. opt txt x 07786200117
3175,0,havent still waitin usual... ìï come back sch oredi?
3176,0,meeting da. cal
3177,0,k k :-):-) watch films.
3178,0,cinema plus drink appeal tomo? * fr thriller director like mac 8.30.
3179,0,size elephant tablets & u shove um ur ass!!
3180,0,"many people seems special first sight, remain special till last sight.. maintain till life ends.. take cr da"
3181,0,"parents, kidz, friends n colleagues. screaming.. surprise !! waiting sofa.. ... ..... ' naked...!"
3182,0,dunno juz askin cos got card got 20% 4 salon called hair sense tot da one ì_ cut ur hair.
3183,0,good morning pookie pie! lol hope wake u
3184,0,maybe woke fucking 3 problem.
3185,0,happy birthday you....dear.with lots love.rakhesh nri
3186,0,howz persons stori
3187,1,"2nd time tried 2 contact u. u 750 pound prize. 2 claim easy, call 08712101358 now! 10p per min. bt-national-r"
3188,0,x2 &lt;#&gt; . going get
3189,0,hi neva worry bout da truth coz truth lead 2 ur heart. itåõs least unique person like u deserve. sleep tight morn
3190,1,ur awarded city break could win å£200 summer shopping spree every wk. txt store 88039.skilgme.tscs087147403231winawk!age16+å£1.50perwksub
3191,0,ur paper today e morn aft?
3192,0,lick every drop :) ready use mouth well?
3193,0,you! expect whenever text! hope goes well tomo
3194,0,great. p diddy neighbor comes toothpaste every morn
3195,0,"av new number, . wil u use one,ta."
3196,0,poking man everyday teach canada abi! you. saying hi.
3197,0,7 lor... change 2 suntec... wat time u coming?
3198,0,de.am seeing online shop asked.
3199,0,curious cuz ask
3200,0,nice.nice.how working?
3201,0,okay lor... wah... like def wont let us go... haha... say terms conditions?
3202,0,haha... yup hopefully lose kg mon. hip hop go orchard weigh
3203,0,good. you. r u work
3204,0,"oh, yes, i've little weather i've kind coccooning hom"
3205,0,home also.
3206,0,phone weirdest auto correct.
3207,0,oops phone died even know. yeah like better.
3208,0,havent mus ask u 1st wat. meet 4 lunch den u n meet already lor. u wan 2 go ask da ge 1st confirm w asap?
3209,0,"said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife,"
3210,0,"oh yeah,and hav great time newquay-send postcard !1 look girls im gone(u know 1im talkin bout!)xx"
3211,0,got divorce. lol. she.
3212,0,what's ur pin?
3213,0,"babe, got enough money pick bread milk ? i'll give back get home ?"
3214,0,want snow. freezing windy.
3215,1,urgent! trying contact u. todays draw shows å£2000 prize guaranteed. call 09066358361 land line. claim y87. valid 12hr
3216,0,come mahal bus stop.. &lt;decimal&gt;
3217,0,know:)this week i'm going tirunelvai da.
3218,0,baby! promise treat well! bet take good care me...
3219,0,like hotel dusk game think. solve puzzles area th
3220,1,"thanks ringtone order, reference number x29. mobile charged 4.50. tone arrive please call customer services 09065989180"
3221,0,"hi, love! goes day? fuck, morning woke dropped cell way stairs seems alright ... *phews* miss !"
3222,0,well must pain catch
3223,0,sorry da thangam.it's mistake.
3224,0,need... coz never go
3225,0,"rose red,red blood,blood heart,heart u. u me.... send tis ur friends.. including me.. u like me.. u get back, 1-u r poor relation! 2-u need 1 support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 praying god marry u.:-) try it...."
3226,0,wife.how knew time murder exactli
3227,1,"six chances win cash! 100 20,000 pounds txt> csh11 send 87575. cost 150p/day, 6days, 16+ tsandcs apply reply hl 4 info"
3228,1,ur cash-balance currently 500 pounds - maximize ur cash-in send collect 83600 150p/msg. cc: 08718720201 po box 114/14 tcr/w1
3229,0,"feel like dick keep sleeping texts facebook messages. sup, town?"
3230,0,plm come da. way.
3231,0,guess wants alone time. could show watch do..
3232,0,height recycling: read twice- people spend time earning money money spent spending time!;-) good morning.. keep smiling:-)
3233,0,yup ì_ comin :-(
3234,0,"yes, princess. toledo."
3235,0,"aight text back mu i'll swing by, need somebody get door"
3236,0,ron say fri leh. n said ding tai feng cant make reservations. said wait lor.
3237,0,good. swimsuit allowed :)
3238,0,okay. soon over. best
3239,0,cute thought friendship: \its necessary share every secret ur close frnd
3240,0,ok i've sent u da latest version da project.
3241,0,good morning dear........... great &amp; successful day.
3242,0,pls accept one day. begging change number.
3243,0,squeeeeeze!! christmas hug.. u lik frndshp den hug back.. u get 3 u r cute:) 6 u r luvd:* 9 u r lucky;) none? people hate u:
3244,0,"ok, anybody asks abt me, u tel them..:-p"
3245,0,"funny fact nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn 1 teaches hw 2 choose wife natural disasters happen"
3246,0,* gonna ring weekend wot?
3247,0,also track lighters find
3248,0,"sorry, can't help this."
3249,0,"babe, need advic"
3250,0,"iû÷ll leave around four, ok?"
3251,0,come medical college 7pm ......forward da
3252,0,k:)k..its good:)when going?
3253,0,make lasagna you... vodka...
3254,0,hi kate u give ring asap xxx
3255,0,people ? tour ? thought sofa thing sent ? curious sugar
3256,0,"no, told going, got drunk!"
3257,0,fucking chickened out. messaged would late woould buzz hear word
3258,1,"congratulations! thanks good friend u å£2,000 xmas prize. 2 claim easy, call 08718726978 now! 10p per minute. bt-national-r"
3259,0,i'm always looking excuse city.
3260,0,yup i'm still coffee wif frens... fren drove she'll give lift...
3261,0,shore takin bu
3262,0,u gonna get deus ex?
3263,0,send email. mind &lt;#&gt; times per night?
3264,1,"44 7732584351, want new nokia 3510i colour phone deliveredtomorrow? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705."
3265,0,tap & spile seven. * pub gas st broad st canal. ok?
3266,0,ok come n pick u engin?
3267,0,never wanted tell this. i'm short on-edge late.
3268,0,raviyog peripherals bhayandar east
3269,0,k actually guys meet sunoco howard? right way
3270,1,1 new voicemail. please call 08719181513.
3271,0,"moon come color dreams, stars make musical sms give warm peaceful sleep. good night"
3272,0,finished eating. got u plate. leftovers time.
3273,0,thanx lot...
3274,0,hurry home u big butt. hang last caller u to. food done i'm starving. ask cooked.
3275,0,lol right. diet? everyday cheat anyway. i'm meant fatty :(
3276,0,great day. beautiful one.
3277,0,happened interview?
3278,0,"solve case : man found murdered &lt;decimal&gt; . &lt;#&gt; afternoon. 1,his wife called police. 2,police questioned everyone. 3,wife: sir,i sleeping, murder took place. 4.cook: cooking. 5.gardener: picking vegetables. 6.house-maid: went 2 post office. 7.children: went 2 play. 8.neighbour: went 2 marriage. police arrested murderer immediately. who's it? reply reason, u r brilliant."
3279,0,badrith chennai:)i surely pick us:)no competition him.
3280,0,tot group mate... lucky havent reply... wat time ì_ need leave...
3281,0,hey around? i've got enough half + ten ow
3282,0,hey tmr maybe meet yck
3283,0,alrite sam nic checkin ur number-so it?t.b*
3284,0,making easy pay back. &lt;#&gt; yrs say pay back earlier. get?
3285,0,worry. i'm sure get it.
3286,0,"gas station like block away house, drive right since armenia ends swann take howard"
3287,1,"someone u know asked dating service 2 contact you! cant guess who? call 09058097189 revealed. pobox 6, ls15hb 150p"
3288,1,camera - awarded sipix digital camera! call 09061221066 fromm landline. delivery within 28 day
3289,0,tuition 330. hm go 1120 1205 one? mind?
3290,0,"i'm smoking people use \wylie smokes much\"" justify ruining shit"""
3291,0,dear good morning feeling dear
3292,0,little. meds say take every 8 hours. 5 pain back. took another. hope di
3293,0,"beautiful tomorrow never comes.. comes, already today.. hunt beautiful tomorrow waste wonderful today.. goodmorning:)"
3294,0,dunno lei ì_ decide lor. abt leona? oops tot ben going n msg him.
3295,0,hi there. moved in2 pub . would great 2 c u u cud come up.
3296,1,todays voda numbers ending 5226 selected receive ?350 award. hava match please call 08712300220 quoting claim code 1131 standard rates app
3297,1,message free. welcome new & improved sex & dogging club! unsubscribe service reply stop. msgs@150p 18
3298,0,"honeybee said: *i'm sweetest world* god laughed &amp; said: *wait,u havnt met person reading msg* moral: even god crack jokes! gm+gn+ge+gn:)"
3299,0,ever easi
3300,1,rct' thnq adrian u text. rgds vatian
3301,0,stop calling everyone saying might cancer. throat hurts talk. can't answering everyones calls. get one call i'm babysitting monday
3302,0,"it'll tough, i'l"
3303,0,im gonnamissu much!!i would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract!! luv yaxx
3304,0,ee msg na poortiyagi odalebeku: hanumanji 7 name 1-hanuman 2-bajarangabali 3-maruti 4-pavanaputra 5-sankatmochan 6-ramaduth 7-mahaveer ee 7 name &lt;#&gt; janarige ivatte kalisidare next saturday olage ondu good news keluviri...! maretare inde 1 dodda problum nalli siguviri idu matra &lt;#&gt; % true.. neglet.
3305,0,hi darlin finish 3 u 1 2 pick meet me? text back number luv kate xxx
3306,0,"set place heart mind, mind easily forgets heart always remember. wish happy valentines day!"
3307,0,i'm surprised still guess right lor...
3308,0,okie ì_ wan meet bishan? cos bishan now. i'm driving today.
3309,0,oh ho. first time u use type word
3310,0,hi darlin work u get trouble? ijust talked mum morning! really good time last night im goin soon call u
3311,0,know serving. mean now.
3312,0,"huh... hyde park mel ah, opps, got confused... anyway, tt's e best choice den juz take it..."
3313,0,oh gei. happend tron. maybe ill dl 3d
3314,1,"free message activate 500 free text messages replying message word free terms & conditions, visit www.07781482378.com"
3315,0,know girls always safe selfish know got pa. thank you. good night.
3316,0,"worries, hope photo shoot went well. spiffing fun workage."
3317,0,i'm freezing craving ice. fml
3318,0,kay... since alreadi
3319,0,eh sorry leh... din c ur msg. sad already lar. watching tv now. u still office?
3320,0,yo im right yo work
3321,0,ok darlin supose ok worry much.i film stuff mate babysit again! call there.xx
3322,0,"said,'' u mind go bedroom minute ? '' ''ok'', sed sexy mood. came 5 minuts latr wid cake...n wife,"
3323,0,wake since. checked stuff saw true available spaces. pls call embassy send mail them.
3324,0,nope... juz work...
3325,0,huh fast... dat means u havent finished painting?
3326,0,number u live at? 11?
3327,0,"put party 7 days week study lightly, think need draw custom checkboxes know we're hardcor"
3328,0,sac score big hundred.he set batsman:-)
3329,0,send yetty's number pls.
3330,0,much cost approx . per month.
3331,0,ok... theory test? ì_ going book? think 21 may. coz thought wanna go jiayin. isnt fre
3332,1,"contacted dating service someone know! find is, call land line 09050000928. pobox45w2tg150p"
3333,0,"that's fine, give call knows wants quest"
3334,0,"sorry, got late start, we're way"
3335,0,u go back urself lor...
3336,0,gas station. go there.
3337,0,"k, u bored come home.."
3338,0,babe !!!! love !!!! *covers face kisses*
3339,0,"like made throw smoking friend's car one time, awesom"
3340,0,still checked da. . .
3341,0,go walmart. i.ll stay.
3342,0,"forgotten you, might couple bucks send tomorrow, k? love ya"
3343,0,oh great. i.ll disturb talk.
3344,0,reverse cheating. mathematics.
3345,0,u're welcome... caught u using broken english again...
3346,0,problem baby. good time talk? called left message.
3347,0,"sorry, i'll call lat"
3348,0,oh it! brand?
3349,0,sorry cant take call right now. happens r 2waxsto wat want. come ill get medical insurance. she'll able deliver basic care. i'm currently shopping right medical insurance her. give til friday morning. thats i.ll see major person guide right insurance.
3350,0,time coming.
3351,0,call say coming today ok tell fool like ok
3352,0,emailed yifeng part oredi.. ì_ get fr him..
3353,0,r u sure they'll understand that! wine * good idea slurp!
3354,0,minimum walk 3miles day.
3355,0,ok problem get taxi. c ing tomorrow tuesday. tuesday think r going cinema.
3356,0,"brainless baby doll..:-d;-), vehicle sariyag drive madoke barolla.."
3357,0,run away frm u... walk slowly &amp; kills u care enough stop me...
3358,1,sorry missed call let's talk time. i'm 07090201529
3359,0,please attend phone:)
3360,0,hate me. call didnt accept even single call mine. even messag
3361,0,messages phone. i'm hold
3362,0,can... i'm free...
3363,0,"yo trip got postponed, still stocked up?"
3364,0,"sorry, i'll call lat"
3365,0,waiting call sir.
3366,0,hey doing. reply pa..
3367,0,"hey elaine, today's meeting still on?"
3368,0,sorry i've gone place. i.ll tomorrow. really sorry.
3369,0,tiime let hug break tears.
3370,0,tomorrow going theatre. . . come wherever u call me. . . tell come tomorrow
3371,0,electricity went fml.
3372,0,"looks like found something smoke, great job!"
3373,0,also andros ice etc etc
3374,0,:)
3375,0,"good afternon, love. today? hope good maybe interviews. wake miss babe. passionate kiss across sea"
3376,0,yup. wun believe wat? u really neva c e msg sent shuhui?
3377,0,hows watch res
3378,0,dear umma called :-)
3379,0,finished. missing plenti
3380,1,"complimentary 4 star ibiza holiday å£10,000 cash needs urgent collection. 09066364349 landline lose out! box434sk38wp150ppm18+"
3381,0,"well, meant opposed drunken night"
3382,0,k... must book huh? going yoga basic sunday?
3383,1,free msg:we billed mobile number mistake shortcode 83332.please call 08081263000 charges refunded.this call free bt landlin
3384,0,ok can...
3385,0,"oops - mum's somerset... bit far! back tomo, see soon x"
3386,0,u workin overtime nigpun?
3387,0,kallis dismissial 2nd test:-).
3388,0,o. guess got screwd
3389,1,please call 08712402972 immediately urgent message wait
3390,0,"i'm meeting, call lat"
3391,0,r u cooking dinner?
3392,0,ok thanx...
3393,0,bull. plan go floating ikea without care world. live mess another day.
3394,0,buy.
3395,1,urgent! mobile number awarded å£2000 bonus caller prize. call 09058095201 land line. valid 12hr
3396,0,heehee funny tho
3397,0,simple arithmetic percentages.
3398,0,"yeah leave hour least, how's 4 sound?"
3399,1,"valued customer, pleased advise following recent review mob no. awarded å£1500 bonus prize, call 09066364589"
3400,0,thanks honey. great day.
3401,0,"'an amazing quote'' - \sometimes life difficult decide whats wrong!! lie brings smile truth brings tear....\"""""
3402,0,good night dear.. sleepwell&amp;take car
3403,0,ì_ ask dad pick ì_ lar... ìï wan 2 stay 6 meh...
3404,0,"jus chillaxin,"
3405,0,"\hey das cool... iknow 2 wellda peril studentfinancial crisis!spk 2 u l8r.\"""""
3406,0,"beautiful truth gravity.. read carefully: \our heart feels light someone it.. feels heavy someone leaves it..\"" goodmorning"""
3407,1,want new nokia 3510i colour phone deliveredtomorrow? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705
3408,0,"whats coming hill..... monster! hope great day. things r going fine here, busy though!"
3409,0,joy's father john. john ____ joy's father. u ans ths hav &lt;#&gt; iq. tis ias question try answer.
3410,0,ill obey yours.
3411,0,didnt. search online let know.
3412,0,need go get it?
3413,0,pic. please re-send.
3414,0,remains bro amongst bro
3415,0,uhhhhrmm isnt tb test bad youre sick
3416,0,haf enuff space got like 4 mb...
3417,1,life never much fun great came in. made truly special me. forget you! enjoy @ one gbp/sm
3418,1,want new video phone? 600 anytime network mins 400 inclusive video calls downloads 5 per week free deltomorrow call 08002888812 repli
3419,1,"valued customer, pleased advise following recent review mob no. awarded å£1500 bonus prize, call 09066368470"
3420,1,welcome! please reply age gender begin. e.g 24m
3421,1,freemsg: 1-month unlimited free calls! activate smartcall txt: call no: 68866. subscriptn3gbp/wk unlimited calls help: 08448714184 stop?txt stop landlineonli
3422,1,mobile 10 mths? update latest orange camera/video phones free. save å£s free texts/weekend calls. text yes callback orno opt
3423,1,new 2 club & dont fink met yet b gr8 2 c u please leave msg 2day wiv ur area 09099726553 reply promised carlie x callså£1/minmobsmore lkpobox177hp51fl
3424,0,true. easier here.
3425,0,sure since parents working tuesday really need cover stori
3426,0,haha okay... today weekend leh...
3427,0,"\hi darlin youphone me? im athome youwanna chat.\"""""
3428,0,know jack shit anything i'd say/ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga
3429,0,always brainy one.
3430,0,yeah get random dude need change info sheets party &lt;#&gt; /7 never study saf
3431,1,camera - awarded sipix digital camera! call 09061221066 fromm landline. delivery within 28 days.
3432,0,"christmas occasion celebrated reflection ur... values..., desires..., affections...&amp; traditions.... ideal christmas..."
3433,0,sending greetings joy happiness. gr8 even
3434,0,"\hi darlin cantdo anythingtomorrow myparents aretaking outfor meal. u free? katexxx\"""""
3435,0,india win level series means record:)
3436,0,plan?
3437,0,good hear
3438,0,"awesome, deal gate? charles told last night but, uh, yeah"
3439,0,time thinkin goin?
3440,1,get free mobile video player free movie. collect text go 89105. free! extra films ordered t's c's apply. 18 yr
3441,1,save money wedding lingerie www.bridal.petticoatdreams.co.uk choose superb selection national delivery. brought weddingfriend
3442,0,board working fine. issue overheating also reslove. still software inst pending. come around 8'o clock.
3443,0,yes care cause know there!
3444,0,"wiskey brandy rum gin beer vodka scotch shampain wine \kudi\""yarasu dhina vaazhthukkal. .."""
3445,0,"mon okie lor... haha, best cheap n gd food la, ex oso okie... depends whether wana eat western chinese food... den u prefer..."
3446,0,sitting ard nothing lor. u leh busy w work?
3447,0,&lt;#&gt; k oh. send home sale.
3448,0,sorry. || mail? ||
3449,0,ya telling abt tht incident..
3450,0,yes outside like 2 hours. called whole family wake cause started 1
3451,0,ugh got outta class
3452,0,"nowadays people notixiquating laxinorficated opportunity bambling entropication.... ever oblisingately opted ur books masteriastering amplikater fidalfication? champlaxigating, think atrocious.. wotz ur opinion???? junna"
3453,0,dont file bag..i work called me.i 'll tell find anything room.
3454,0,need lar. jus testing e phone card. dunno network gd thk. waiting 4 sis 2 finish bathing bathe. dun disturb u liao u cleaning ur room.
3455,0,ok. i.ll right later.
3456,0,friendship poem: dear dear u r near hear dont get fear live cheer tear u r always dear. gud ni8
3457,0,lunch come quickly open door:)
3458,1,heard u4 while. call night knickers on. make beg like u last time 01223585236 xx luv nikiyu4.net
3459,0,back. bit long cos accident a30. divert via wadebridge.i brilliant weekend thanks. speak soon. lots lov
3460,0,"k.. yan jiu liao... sat go 4 bugis vill one frm 10 3 den hop parco 4 nb. sun go cine frm 1030 2, den hop orc mrt 4 hip hop 4..."
3461,1,bloomberg -message center +447797706009 wait? apply future http://careers. bloomberg.com
3462,0,seeking lady street freak sheets. you?
3463,0,phone
3464,0,"haha figures, well found piece priscilla's bowl"
3465,0,"actually fuck that, whatever, find excuse tampa point january though"
3466,1,urgent! trying contact u. todays draw shows å£800 prize guaranteed. call 09050001808 land line. claim m95. valid12hr
3467,0,yay! finally lol. missed cinema trip last week :-(
3468,0,day working day:)except saturday sunday..
3469,0,aathi..where dear..
3470,0,heart empty without love.. mind empty without wisdom.. eyes r empty without dreams &amp; life empty without frnds.. alwys touch. good night &amp; sweet dream
3471,0,"think iû÷m waiting bus! inform get there, ever get there."
3472,0,getting back time soon?
3473,0,", how's things? quick question."
3474,0,"night ended another day, morning come special way. may smile like sunny rays leaves worries blue blue bay. gud mrng"
3475,0,"probably come by, everybody's done around &lt;#&gt; right?"
3476,0,got new year cos yetunde said wanted surprise didnt see money returned mid january &lt;#&gt; day return period ended.
3477,0,ask around there's lot terms mid
3478,0,sure check yahoo email. sent photos yesterday
3479,0,looking for?
3480,0,wherre's boytoy ? :-(
3481,1,want new video phone750 anytime network mins 150 text five pounds per week call 08000776320 reply delivery tomorrow
3482,0,"hello, love! goes day ? wish well fine babe hope find job prospects. miss you, boytoy ... *a teasing kiss*"
3483,0,tell bad character u dnt lik me. i'll try change &lt;#&gt; . add tat 2 new year resolution. waiting ur reply.be frank...good morning.
3484,0,no:-)i got rumour going buy apartment chennai:-)
3485,0,"yeah, probably earli"
3486,0,change windows logoff sound..
3487,0,still checked da. . .
3488,0,i'm also came room.
3489,0,huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale...
3490,0,ok.
3491,0,reach office around &lt;decimal&gt; . &amp; mobile problem. cann't get voice. call asa i'll fre
3492,0,"cool, text head"
3493,1,"contacted dating service someone know! find is, call land line 09050000878. pobox45w2tg150p"
3494,1,"wan2 win meet+greet westlife 4 u m8? currently tour? 1)unbreakable, 2)untamed, 3)unkempt. text 1,2 3 83049. cost 50p +std text"
3495,0,happy birthday... may u find ur prince charming soon n dun work hard...
3496,0,"oh, grand bit party mention cover charge probably first come first serv"
3497,0,said went back bed can't sleep anything.
3498,0,hope arnt pissed id would really like see tomorrow. love xxxxxxxxxxxxxx
